label_source,target_label,comparison_label,rank,feature_id,effect_size,target_mean_log1p,comparison_mean_log1p,target_prevalence,comparison_prevalence,target_n,comparison_n
expected_label,coherent,noncoherent,1,2108,0.817889392375946,5.102274417877197,5.067713737487793,1.0,1.0,62,98
expected_label,coherent,noncoherent,2,2986,0.7153894901275635,5.071726322174072,5.036181926727295,1.0,1.0,62,98
expected_label,coherent,noncoherent,3,14658,0.6826278567314148,5.593776702880859,5.576604843139648,1.0,1.0,62,98
expected_label,coherent,noncoherent,4,434,0.6537690758705139,2.6013834476470947,1.0893715620040894,0.5161290322580645,0.21428571428571427,62,98
expected_label,coherent,noncoherent,5,386,0.6067081689834595,6.430603504180908,6.393568515777588,1.0,1.0,62,98
expected_label,coherent,noncoherent,6,383,0.4134446382522583,6.169741630554199,6.142187595367432,1.0,1.0,62,98
expected_label,coherent,noncoherent,7,319,0.3695269525051117,6.022665023803711,6.00039005279541,1.0,1.0,62,98
expected_label,coherent,noncoherent,8,15672,0.3076317608356476,5.140662670135498,4.948880195617676,1.0,0.9693877551020408,62,98
expected_label,coherent,noncoherent,9,311,0.22593307495117188,5.720810890197754,5.6968994140625,1.0,1.0,62,98
expected_label,coherent,noncoherent,10,1892,0.22229014337062836,5.484795093536377,5.4751386642456055,1.0,1.0,62,98
expected_label,coherent,noncoherent,11,291,0.052267879247665405,6.557703971862793,6.555548667907715,1.0,1.0,62,98
expected_label,coherent,noncoherent,12,3984,-0.03293599188327789,5.025193691253662,5.027442455291748,1.0,1.0,62,98
expected_label,coherent,noncoherent,13,10346,-0.14864003658294678,0.08314089477062225,0.210092231631279,0.016129032258064516,0.04081632653061224,62,98
expected_label,coherent,noncoherent,14,466,-0.23331643640995026,0.32974258065223694,0.6855679154396057,0.06451612903225806,0.1326530612244898,62,98
expected_label,coherent,noncoherent,15,441,-0.44134610891342163,6.966902732849121,6.983139514923096,1.0,1.0,62,98
expected_label,coherent,noncoherent,16,588,-0.47176381945610046,5.739744186401367,5.7736406326293945,1.0,1.0,62,98
expected_label,coherent,noncoherent,17,571,-0.5530343055725098,2.883143663406372,4.175235748291016,0.5645161290322581,0.7959183673469388,62,98
expected_label,coherent,noncoherent,18,534,-0.6679860353469849,5.529952049255371,5.616631507873535,1.0,1.0,62,98
expected_label,coherent,noncoherent,19,1484,-0.7473986148834229,5.438043594360352,5.492448329925537,1.0,1.0,62,98
expected_label,contradiction,coherent,1,534,0.7630382180213928,5.619552135467529,5.529952049255371,1.0,1.0,39,62
expected_label,contradiction,coherent,2,571,0.6225873231887817,4.310752868652344,2.883143663406372,0.8205128205128205,0.5645161290322581,39,62
expected_label,contradiction,coherent,3,1484,0.5490018725395203,5.4736247062683105,5.438043594360352,1.0,1.0,39,62
expected_label,contradiction,coherent,4,441,0.536892294883728,6.987055778503418,6.966902732849121,1.0,1.0,39,62
expected_label,contradiction,coherent,5,588,0.3647935390472412,5.76867151260376,5.739744186401367,1.0,1.0,39,62
expected_label,contradiction,coherent,6,497,0.32879629731178284,0.2629907429218292,0.0,0.05128205128205128,0.0,39,62
expected_label,contradiction,coherent,7,3984,0.2831908166408539,5.043303489685059,5.025193691253662,1.0,1.0,39,62
expected_label,contradiction,coherent,8,466,0.13772760331630707,0.5240356922149658,0.32974258065223694,0.10256410256410256,0.06451612903225806,39,62
expected_label,contradiction,coherent,9,291,0.1370493620634079,6.563164710998535,6.557703971862793,1.0,1.0,39,62
expected_label,contradiction,coherent,10,10346,0.06639853119850159,0.13202427327632904,0.08314089477062225,0.02564102564102564,0.016129032258064516,39,62
expected_label,contradiction,coherent,11,2986,-0.05100629851222038,5.069624900817871,5.071726322174072,1.0,1.0,39,62
expected_label,contradiction,coherent,12,1892,-0.14583617448806763,5.478264331817627,5.484795093536377,1.0,1.0,39,62
